nb,structure,type,date
0.0,FSF,CHAUFFEUR,2026-03-27
0.0,FSF,CHAUFFEUR,2026-03-27
0.0,FSF,CHAUFFEUR,2026-03-27
0.0,FSF,CHAUFFEUR,2026-03-27
0.0,FSF,CHAUFFEUR,2026-03-27
0.0,FSF,CHAUFFEUR,2026-03-27
14.0,BINTA TRAITEUR,CONCESSION,2026-03-30
0.0,ABY'S GARDEN,CONCESSION,2026-03-30
0.0,ESA CATERING,CONCESSION,2026-03-30
0.0,CUISINE AVEC FIFI,CONCESSION,2026-03-30
0.0,CUISINE AVEC FIFI,CONCESSION,2026-03-30
0.0,SEN FUSION,CONCESSION,2026-03-30
0.0,HAMALIS TRAITEUR,CONCESSION,2026-03-30
0.0,MAKHALY,CONCESSION,2026-03-30
0.0,NDELLICE,CONCESSION,2026-03-30
0.0,KIKI TRAITEUR,CONCESSION,2026-03-30
0.0,AL AMINE,CONCESSION,2026-03-30
0.0,NOMAD,CONCESSION,2026-03-30
0.0,GROUPE DAURE WARE,CONCESSION,2026-03-30
0.0,CLINTON COFFEE,CONCESSION,2026-03-30
1.0,FSF,PARTENAIRE FSF,2026-03-30
4.0,POLICE GAMBIE ,POLICE GAMBIE ,2026-03-31
5.0,TRAITEUR,TRAITEUR,2026-03-31
130.0,ARTISTE,ARTISTE,2026-03-31
